"CODE","NAME_KZ","NAME_RU"
"13930",Кілемдерді және кілем бұйымдарын өндіру,Производство ковров и ковровых изделий
"1394","Жіптерді, арқандарды, жетек арқандарды, шпагат және тор өндіру","Производство веревок, канатов, бечевок, шпагата и сетей"
"13941","Жіптерді, арқандарды, жетек арқандарды, шпагат  және тор өндіру","Производство веревок, канатов, бечевок, шпагата"
"13942",Торларды және жіптерден бұйымдар өндіру ,Производство сетей и изделий из веревок 
"1395","Киімнен басқа, тоқылмаған тоқыма бұйымдарын өндіру","Производство нетканых текстильных изделий, кроме одежды"
"13950","Киімнен басқа, тоқылмаған тоқыма бұйымдарын өндіру","Производство нетканых текстильных изделий, кроме одежды"
"1396",Өзге де техникалық және өндірістік мақсаттағы өзге де тоқыма бұйымдарын өндіру,Производство прочих текстильных изделий технического и производственного назначения
"13960",Өзге де техникалық және өндірістік мақсаттағы өзге де тоқыма бұйымдарын өндіру,Производство прочих текстильных изделий технического и производственного назначения
"1399",Басқа топтамаларға енгізілмеген өзге де тоқыма бұйымдарын өндіру ,"Производство прочих текстильных изделий, не включенных в другие группировки "
"13991",Тоқыма галантереясын өндіру,Производство текстильной галантереи
"13992",Киіз бұйымдарын өндіру,Производство валяльно-войлочных изделий
"13999",Басқа топтамаларға енгізілмеген басқа тоқыма бұйымдарын өндіру,"Производство других текстильных изделий, не включенных в другие группировки "
"14",Киім өндіру,Производство одежды
"141","Үлбірден тігілген киімнен басқа, киім өндіру","Производство одежды, кроме одежды из меха"
"1411",Былғарыдан тігілген киім өндіру ,Производство одежды из кожи
"14110",Былғарыдан тігілген киім өндіру ,Производство одежды из кожи
"1412",Арнайы киімдерді өндіру,Производство спецодежды
"14120",Арнайы киімдерді өндіру,Производство спецодежды
"1413",Өзге де сырт киімді өндіру,Производство прочей верхней одежды
"14130",Өзге де сырт киімді өндіру,Производство прочей верхней одежды
"1414",Іш киім өндіру,Производство нижнего белья
"14140",Іш киім өндіру,Производство нижнего белья
"1419",Киімдердің және аксессуарлардың өзге де түрлерін өндіру,Производство прочих видов одежды и аксессуаров
"14191",Бас киімдер өндіру,Производство головных уборов
"14199",Басқа топтамаларға енгізілмеген киімнің және аксессуарлардың өзге де түрлерін өндіру,"Производство прочих видов одежды и аксессуаров, не включенных в другие группировки"
"142",Үлбір бұйымдар өндіру,Производство меховых изделий
"1420",Үлбір бұйымдар өндіру,Производство меховых изделий
"14200",Үлбір бұйымдар өндіру,Производство меховых изделий
"143",Тоқылған және трикотаж киімдер өндіру,Производство вязаной и трикотажной одежды
"1431",Тоқылған және трикотаж шұлық-ұйық бұйымдарын өндіру,Производство вязаных и трикотажных чулочно-носочных изделий
"14310",Тоқылған және трикотаж шұлық-ұйық бұйымдарын өндіру,Производство вязаных и трикотажных чулочно-носочных изделий
"1439",Өзге де тоқылған және трикотаж киімдерді өндіру,Производство прочей вязаной и трикотажной одежды
"14390",Өзге де тоқылған және трикотаж киімдерді өндіру,Производство прочей вязаной и трикотажной одежды
"15",Былғары және оған жататын өнімдерді өндіру,Производство кожаной и относящейся к ней продукции
"151","Былғарыны илеу және өңдеу; жол керек-жарақтарын, қайыс-ертоқым бұйымдарын өндіру; үлбірді илеу және өңдеу","Дубление и выделка кожи; производство дорожных принадлежностей, шорно-седельных изделий; выделка и крашение меха"
"1511",Былғарыны илеу және өңдеу; үлбірді илеу және бояу,Дубление и выделка кожи; выделка и крашение меха
"15111",Былғарыны илеу және өңдеу ,Дубление и выделка кожи
"15112",Жасанды теріні және үлдір материалдарды өндіру,Производство искусственных кож и пленочных материалов
"15113",Үлбірді өңдеу және бояу,Выделка и крашение меха
"1512","Жол керек-жарақтарын, қайыс-ертоқым бұйымдарын өндіру","Производство дорожных принадлежностей, шорно-седельных изделий "
"15121",Жол керек-жарақтарын және осыған ұқсас бұйымдарды өндіру,Производство дорожных принадлежностей и аналогичных изделий
"15122",Қайыс-ертоқым бұйымдарын өндіру,Производство шорно-седельных изделий
"152",Аяқкиім өндіру,Производство обуви
"1520",Аяқкиім өндіру,Производство обуви
"15200",Аяқкиім өндіру,Производство обуви
"16","Жиһаздан басқа, ағаш және тығын бұйымдарын өндіру; сабаннан және тоқуға арналған материалдардан жасалған бұйымдар өндіру","Производство деревянных и пробковых изделий, кроме мебели; производство изделий из соломки и материалов для плетения"
"161",Ағаш кесу және сүргілеу өндірісі,Лесопильное и строгальное производство
"1610",Ағаш кесу және сүргілеу өндірісі,Лесопильное и строгальное производство
"16101",Ағаш кесу және сүргілеу ,Распиловка и строгание древесины
"16102",Ағаштарды зарарсыздандыру,Антисептирование древесины
"16103",Құрама ағаш жабындарын өндіру,Производство сборных деревянных покрытий
"162","Сүректен, тоздан, сабаннан және өруге арналған ағаш материалдардан бұйымдар өндіру  ","Производство изделий из древесины, пробки, соломки и материалов для плетения "
"1621","Ағаштан шпон, фанералар, тақтайлар және панельдер өндіру","Производство шпона, фанеры, плит и панелей из древесины"
"16210","Ағаштан шпон, фанералар, тақтайлар және панельдер өндіру","Производство шпона, фанеры, плит и панелей из древесины"
"1622",Жинақ паркет жабындарды өндіру ,Производство сборных паркетных покрытий
"16220",Жинақ паркет жабындарды өндіру ,Производство сборных паркетных покрытий
"1623",Өзге де ағаш құрылыс конструкцияларын және ағаш өңдеу бұйымдарын өндіру,Производство прочих деревянных строительных конструкций и столярных  изделий
"16231",Құрылысқа арналған ағаш бұйымдарды өндіру,Производство деревянных изделий для строительства
"16232",Көбінесе ағаштан жасалған құрама үйлерді өндіру  ,"Производство сборных домов, преимущественно из дерева"
"16233","Ағаш контейнерлі, тұтас тасымалданатын және жиналмалы-құрастырмалы ғимараттар мен үй-жайларды өндіру","Производство деревянных контейнерных, цельноперевозных и сборно-разборных зданий и помещений"
"1624",Ағаш ыдыстарды өндіру,Производство деревянной тары
"16240",Ағаш ыдыстарды өндіру,Производство деревянной тары
"1629","Өзге де ағаш бұйымдарын өндіру; тоздан, сабаннан және өруге арналған материалдардан бұйымдар өндіру","Производство прочих деревянных изделий; производство изделий из пробки, соломки и материалов для плетения"
"16291",Әр түрлі ағаш бұйымдарын өндіру,Производство разных деревянных изделий
"16292",Ағаштан сәндік бұйымдар өндіру,Производство декоративных изделий из дерева
"16293","Тоздан, сабаннан және өруге арналған материалдардан бұйымдар өндіру","Производство изделий из пробки, соломки и материалов для плетения"
"17",Қағаз және қағаз өнімдерін өндіру,Производство бумаги и бумажной продукции
"171","Ағаш  массасы мен целлюлозаны, қағаз және картон өндіру","Производство древесной массы и целлюлозы, бумаги и картона"
"1711",Ағаш  массасы мен целлюлозаны өндіру,Производство древесной массы и целлюлозы
"17110",Ағаш  массасы мен целлюлозаны өндіру,Производство древесной массы и целлюлозы
"1712",Қағаз және картон өндіру,Производство бумаги и картона
"17120",Қағаз және картон өндіру,Производство бумаги и картона
"172",Қағаз бен картоннан жасалған бұйымдар өндіру,Производство изделий из бумаги и картона
"1721","Бедерленген қағаз және картон, қағаз және картон қапқораптар өндіру","Производство гофрированной бумаги и картона, бумажной и картонной тары"
"17211",Бедерленген қағаз және картон өндіру,Производство гофрированной бумаги и картона
"17212",Қағаздан және картоннан ыдыстар өндіру,Производство бумажной и картонной тары
"1722",Шаруашылық-тұрмыстық және санитарлық-гигиеналық мақсатқа арналған қағаз бұйымдар өндіру,Производство бумажных изделий хозяйственно-бытового и санитарно-гигиенического назначения
"17220",Шаруашылық-тұрмыстық және санитарлық-гигиеналық мақсатқа арналған қағаз бұйымдар өндіру,Производство бумажных изделий хозяйственно-бытового и санитарно-гигиенического назначения
"1723",Жазу қағазы бұйымдарын өндіру,Производство писчебумажных изделий
"17230",Жазу қағазы бұйымдарын өндіру,Производство писчебумажных изделий
"1724",Тұсқағаздар өндіру,Производство обоев
"17240",Тұсқағаздар өндіру,Производство обоев
"1729",Қағаз бен картоннан өзге де бұйымдар өндіру,Производство прочих изделий из бумаги и картона
"17290",Қағаз бен картоннан өзге де бұйымдар өндіру,Производство прочих изделий из бумаги и картона
"18",Полиграфиялық қызмет және жазылған ақпарат жеткізгіштерін жаңғырту,Полиграфическая деятельность и воспроизведение записанных носителей информации
"181",Полиграфиялық қызмет және осы саладағы көрсетілетін қызметтерді ұсыну,Полиграфическая деятельность и предоставление услуг в этой области
"1811",Газет басып шығару,Печатание газет
"18110",Газет басып шығару,Печатание газет
"1812",Баспа өндірісінің өзге де түрлері,Прочие виды печатного производства
"18120",Баспа өндірісінің өзге де түрлері,Прочие виды печатного производства
"1813",Материалдарды басып шығаруға және таратуға дайындау қызметі,Деятельность по подготовке материалов к печати и распространению
"18130",Материалдарды басып шығаруға және таратуға дайындау қызметі,Деятельность по подготовке материалов к печати и распространению
"1814","Брошюралық-түптеу, өңдеу қызметі және ілеспе қызмет көрсету ","Брошюровочно-переплетная, отделочная деятельность и сопутствующие услуги"
"18140","Брошюралық-түптеу, өңдеу қызметі және ілеспе қызмет көрсету ","Брошюровочно-переплетная, отделочная деятельность и сопутствующие услуги"
"182",Жазылған ақпарат жеткізгіштер жаңғырту,Воспроизведение записанных  носителей информации
"1820",Жазылған ақпарат жеткізгіштер жаңғырту,Воспроизведение записанных  носителей информации
"18201",Дыбыс жазбаларын жаңғырту,Воспроизведение звукозаписей
"18202",Бейне жазбаларды жаңғырту,Воспроизведение видеозаписей
"18203",Бағдарламалық қамтамасыз ету мен деректер базаларын жаңғырту,Воспроизведение программного обеспечения и баз данных
"19",Кокс және мұнай өңдеу өнімдерін өндіру,Производство кокса и продуктов нефтепереработки
"191",Кокс пештерінің өнімдерін өндіру,Производство продукции коксовых печей
"1910",Кокс пештерінің өнімдерін өндіру,Производство продукции коксовых печей
"19100",Кокс пештерінің өнімдерін өндіру,Производство продукции коксовых печей
"192","Мұнайдың өңделген өнімдерін, шымтезек пен көмірден брикеттер өндіру","Производство продуктов нефтепереработки, брикетов из торфа и угля"
"1920","Мұнайдың өңделген өнімдерін, шымтезек пен көмірден брикеттер өндіру","Производство продуктов нефтепереработки, брикетов из торфа и угля"
"19201",Мұнай өңдеу өнімдерін өндіру,Производство продуктов нефтепереработки
"19202",Шымтезекті агломерациялау және шымтезек брикеттерін өндіру,Агломерация торфа и производство торфяных брикетов
"19203",Таскөмірден брикеттерді агломерациялау және өндіру,Агломерация и производство брикетов из каменного угля
"19204",Лигниттен брикеттерді агломерациялау және өндіру,Агломерация и производство брикетов из лигнита
"20",Химия өнеркәсібінің өнімдерін өндіру,Производство продуктов химической промышленности
"201","Негізгі химиялық заттарды, тыңайтқыштарды және азот қоспаларын, алғашқы нысандардағы пластмассалар мен синтетикалық каучукты өндіру","Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах"
"2011",Өнеркәсіптік газ өндіру,Производство промышленных газов
"20110",Өнеркәсіптік газ өндіру,Производство промышленных газов
"2012",Бояғыштар мен пигменттер өндіру,Производство красителей и пигментов
"20120",Бояғыштар мен пигменттер өндіру,Производство красителей и пигментов
"2013",Өзге де негізгі бейорганикалық химиялық заттар өндіру,Производство прочих основных неорганических химических веществ
"20130",Өзге де негізгі бейорганикалық химиялық заттар өндіру,Производство прочих основных неорганических химических веществ
"2014",Өзге де негізгі органикалық химиялық заттар өндіру,Производство прочих основных органических химических веществ
"20141",Илейтін заттар өндіру,Производство дубильных веществ
"20142",Биоэтанол өндіру,Производство биоэтанола
"20143",Көмірсутек шикізатынан ациклдік және циклдік көмірсутек өндіру,Производство ациклических и циклических углеводородов из углеводородного сырья
"20144",Көмірсутек шикізатынан қарапайым эфирді өндіру,Производство простых эфиров из углеводородного сырья
"20149",Басқа топтамаларға енгізілмеген өзге де негізгі органикалық химиялық заттар өндіру,"Производство прочих основных органических химических веществ, не включенных в другие группировки"
"2015",Тыңайтқыштар және құрамында азот бар қосылыстарды өндіру,Производство удобрений и азотосодержащих соединений
"20151",Тыңайтқыштар өндіру,Производство удобрений
"20152",Құрамында азот бар қосылыстарды өндіру,Производство азотосодержащих соединений
"2016",Бастапқы пішіндердегі пластмассалар өндіру,Производство пластмасс в первичных формах
"20161",Көмірсутегі шикізатынан алынған полимерлерден басқа бастапқы пішіндердегі пластмассалар өндіру,"Производство пластмасс в первичных формах, кроме полимеров из углеводородного сырья"
"20162",Көмірсутегі шикізатынан алғашқы пішіндердегі полимерлер өңдіру,Производство полимеров в первичных формах из углеводородного сырья
"2017",Бастапқы пішіндерде синтетикалық каучук өндіру ,Производство синтетического каучука в первичных формах 
"20170",Бастапқы пішіндерде синтетикалық каучук өндіру ,Производство синтетического каучука в первичных формах 
"202",Пестицидтер мен өзге де агрохимиялық өнімдер өндіру,Производство пестицидов и прочей агрохимической продукции
"2020",Пестицидтер мен өзге де агрохимиялық өнімдер өндіру,Производство пестицидов и прочей агрохимической продукции
"20200",Пестицидтер мен өзге де агрохимиялық өнімдер өндіру,Производство пестицидов и прочей агрохимической продукции
"203","Бояулар, лактар және осыған ұқсас бояғыш жабындылар, баспаханалық бояулар мен мастикалар өндіру","Производство красок, лаков и аналогичных покрытий, типографской краски и мастик"
"2030","Бояулар, лактар және осыған ұқсас бояғыш жабындылар, баспаханалық бояулар мен мастикалар өндіру","Производство красок, лаков и аналогичных покрытий, типографской краски и мастик"
"20301","Бояулар, лактар, эмальдар және оларға арналған минералды пигменттер өндіру","Производство красок, лаков, эмалей и минеральных пигментов для них"
"20302",Дайын еріткіштер және бояу мен лак сұйылтқыштарын өндіру,Производство готовых растворителей и разбавителей красок и лаков
"204","Сабын, жуушы, тазалағыш, жылтыратқыш, парфюмерлік және косметикалық құралдар өндіру ","Производство мыла, моющих, чистящих, полирующих, парфюмерных и косметических средств"
"2041","Сабын және жуушы, тазалағыш және жылтыратқыш құралдар өндіру","Производство мыла и моющих, чистящих и полирующих средств"
"20410","Сабын және жуушы, тазалағыш және жылтыратқыш құралдар өндіру","Производство мыла и моющих, чистящих и полирующих средств"
"2042",Парфюмерлік және косметикалық құралдар өндіру,Производство парфюмерных и косметических средств
"20420",Парфюмерлік және косметикалық құралдар өндіру,Производство парфюмерных и косметических средств
"205",Өзге де химиялық өнімдер өндіру,Производство прочих химических продуктов
"2051",Жарылғыш заттар өндіру,Производство взрывчатых веществ
"20511",Жарылғыш заттар және өзге де пиротехникалық бұйымдар өндіру,Производство взрывчатых веществ и прочих пиротехнических изделий
"20512",Сіріңке өндіру,Производство спичек
"2052",Желім өндіру,Производство клея
"20520",Желім өндіру,Производство клея
"2053",Эфир майларын өндіру,Производство эфирных масел
"20530",Эфир майларын өндіру,Производство эфирных масел
"2059",Басқа топтамаларға енгізілмеген өзге де химиялық өнімдер өндіру,"Производство прочих химических продуктов, не включенных в другие группировки "
"20591",Фотоматериалдар өндіру,Производство фотоматериалов
"20592",Желатин өндіру,Производство желатина
"20593",Тоқыма бұйымдарын мен былғарыны өңдеу үшін пайдаланылатын заттар мен препараттар өндіру,"Производство материалов, используемых в отделке текстильных изделий"
"20594","Техникалық көміртекті (күйе), көміртекті нанотүтікшелер, наноталшықтар және басқа көміртекті наноматериалдар өндіру","Производство технического углерода (сажи), углеродных нанотрубок, нановолокон и других углеродных наноматериалов"
"20599",Басқа химиялық өнімдер өндіру,Производство других химических продуктов
"206",Жасанды және синтетикалық талшықтар өндіру,Производство искусственных и синтетических волокон
"2060",Жасанды және синтетикалық талшықтар өндіру,Производство искусственных и синтетических волокон
"20600",Жасанды және синтетикалық талшықтар өндіру,Производство искусственных и синтетических волокон
"21",Негізгі фармацевтикалық өнімдер мен фармацевтикалық препараттар өндіру,Производство основных фармацевтических продуктов и фармацевтических препаратов
"211",Негізгі фармацевтикалық өнімдер өндіру,Производство основных фармацевтических продуктов
"2110",Негізгі фармацевтикалық өнімдер өндіру,Производство основных фармацевтических продуктов
"21100",Негізгі фармацевтикалық өнімдер өндіру,Производство основных фармацевтических продуктов
"212",Фармацевтикалық препараттар мен медициналық материалдар өндіру,Производство фармацевтических препаратов и медицинских материалов
"2120",Фармацевтикалық препараттар мен медициналық материалдар өндіру,Производство фармацевтических препаратов и медицинских материалов
"21201",Фармацевтикалық препараттар өндіру,Производство фармацевтических препаратов
"21202",Ветеринарияға арналған дәрілік препараттарды өндіру,Производство лекарственных препаратов для ветеринарии
"22",Резеңке және пластмасса бұйымдар өндіру,Производство резиновых и пластмассовых изделий
"221",Резеңке бұйымдар өндіру,Производство резиновых изделий
"2211","Резеңке шиналар, дөңгелекқаптар мен камералар өндіру; резеңке шиналар мен  дөңгелекқаптардың қалпына келтіру","Производство резиновых шин, покрышек и камер; восстановление резиновых шин и покрышек"
"22111","Резеңке шиналар, покрышкалар және камералар өндіру","Производство резиновых шин, покрышек и камер"
"22112",Резеңке шиналар мен дөңгелекқаптарды қалпына келтіру,Восстановление резиновых шин и покрышек
"2219",Өзге де резеңке бұйымдарды өндіру,Производство прочих резиновых изделий
"22191",Резеңке техникалық бұйымдар өндіру,Производство резинотехнических изделий
"22192",Санитарлық-гигиеналық және медициналық резеңке бұйымдарын өндіру,Производство резиновых санитарно-гигиенических и медицинских изделий
"222",Пластмасса бұйымдарын өндіру,Производство пластмассовых изделий
"2221","Пластмасса тақталар, табақтар, құбырлар мен профильдер өндіру","Производство пластмассовых плит, листов, труб и профилей"
"22210","Пластмасса тақталар, табақтар, құбырлар мен профильдер өндіру","Производство пластмассовых плит, листов, труб и профилей"
"2222",Тауарларға арналған пластмасса қаптамалар өндіру,Производство пластмассовых упаковок для товаров
"22220",Тауарларға арналған пластмасса қаптамалар өндіру,Производство пластмассовых упаковок для товаров
"2223",Пластмасса құрылыс материалдарын өндіру,Производство строительных пластмассовых изделий
"22231",Құрылыста пайдаланылатын пластмасса бұйымдарын өндіру,"Производство пластмассовых изделий, используемых в строительстве"
"22232",Еденге арналған линолеум және өзге де эластикалық жабындылар өндіру,Производство линолеума и прочих эластичных покрытий для пола
"2229",Өзге де пластмасса бұйымдарын өндіру,Производство прочих пластмассовых изделий
"22290",Өзге де пластмасса бұйымдарын өндіру,Производство прочих пластмассовых изделий
"23",Өзге де бейметалл минералдық өнімдер өндіру,Производство прочей не металлической минеральной продукции
"231",Шыны және шыныдан жасалған бұйымдар өндіру,Производство стекла и изделий из стекла
"2311",Табақ шыны өндіру,Производство листового стекла
"23110",Табақ шыны өндіру,Производство листового стекла
"2312",Табақ шыны жасау және өңдеу,Формирование и обработка листового стекла
"23120",Табақ шыны жасау және өңдеу,Формирование и обработка листового стекла
"2313",Шұңғыл шыны бұйымдар өндіру ,Производство полых стеклянных изделий
"23131",Шыны ыдыстар өндіру,Производство стеклянной тары
"23132",Шыныдан және шыны ыдыстан жасалатын шаруашылық-тұрмыстық бұйымдар өндіру,Производство хозяйственно-бытовых изделий из стекла и стеклянной посуды
"2314",Шыны талшықтар өндіру,Производство стекловолокна
"23140",Шыны талшықтар өндіру,Производство стекловолокна
"2319",Өзге де шыны бұйымдар өндіру және өңдеу,Производство и обработка прочих стеклянных изделий
"23191",Электр-техникалық және электр-вакуумдық шынылар өндіру,Производство электротехнического и электровакуумного стекла
"23192",Шыныдан химиялық-зертханалық ыдыстар өндіру,Производство химико-лабораторной посуды из стекла
"23199",Басқа топтамаларға енгізілмеген шыны бұйымдар өндіру,"Производство стеклянных изделий, не включенных в другие группировки"
"232",Отқа төзімді бұйымдар өндіру,Производство огнеупорных изделий
"2320",Отқа төзімді бұйымдар өндіру,Производство огнеупорных изделий
"23200",Отқа төзімді бұйымдар өндіру,Производство огнеупорных изделий
"233",Саздан құрылыс материалдарын өндіру,Производство строительных материалов из глины
"2331",Қыш жабындар мен тақталар өндіру,Производство керамических покрытий и плит
"23310",Қыш жабындар мен тақталар өндіру,Производство керамических покрытий и плит
"2332","Кірпіш, жабынқыш және күйдірілген саздан өзге құрылыс материалдарын өндіру","Производство кирпича, черепицы и прочих строительных изделий из обожженной глины"
"23320","Кірпіш, жабынқыш және күйдірілген саздан өзге құрылыс материалдарын өндіру","Производство кирпича, черепицы и прочих строительных изделий из обожженной глины"
"234",Өзге де фарфор және қыш бұйымдар өндіру,Производство прочих фарфоровых и керамических изделий
"2341",Шаруашылық және сәндік қыш бұйымдар өндіру,Производство керамических хозяйственных и декоративных изделий
"23411",Фарфор мен фаянстан тұрмыстық-шаруашылық бұйымдарын өндіру,Производство хозяйственно-бытовых изделий из фарфора и фаянса
"23412",Тұрмыстық-шаруашылық қыш құмыра бұйымдарды өндіру,Производство хозяйственно-бытовых гончарных изделий
"2342",Санитарлық-техникалық қыш бұйымдарды өндіру,Производство керамических санитарно-технических изделий
"23420",Санитарлық-техникалық қыш бұйымдарды өндіру,Производство керамических санитарно-технических изделий
"2343",Қыш электр оқшаулауғыштарды және оқшаулағыш арматуралар өндіру,Производство керамических электрических изоляторов и изолирующей арматуры
"23430",Қыш электр оқшаулауғыштарды және оқшаулағыш арматуралар өндіру,Производство керамических электрических изоляторов и изолирующей арматуры
"2344",Өзге де техникалық қыш бұйымдарды өндіру,Производство прочих технических керамических изделий
"23440",Өзге де техникалық қыш бұйымдарды өндіру,Производство прочих технических керамических изделий
"2349",Өзге де қыш бұйымдарды өндіру,Производство прочих керамических изделий
"23490",Өзге де қыш бұйымдарды өндіру,Производство прочих керамических изделий
"235","Цемент, әктас және құрылыс гипсін өндіру","Производство цемента, извести и строительного гипса"
"2351",Цемент өндіру,Производство цемента
"23510",Цемент өндіру,Производство цемента
"2352",Әктас және  құрылыс гипсін өндіру,Производство извести и строительного гипса
"23521",Әктас өндіру,Производство извести
"23522",Әктас және доломит ұндарын өндіру ,Производство известняковой и доломитовой муки
"23523",Құрылыс гипсін өндіру,Производство строительного гипса
"236","Бетоннан, құрылыс гипсінен және цементтен құрылыс бұйымдарын өндіру","Производство изделий из бетона, цемента и строительного гипса "
"2361",Бетоннан құрылыс бұйымдарын өндіру,Производство строительных изделий из бетона
"23611",Құрастырмалы темірбетон және бетон конструкциялар  мен бұйымдар өндіру,Производство сборных железобетонных и бетонных конструкций и изделий
"23612",Қабырға блоктарын өндіру,Производство стеновых блоков
"23613",Силикат кірпіш өндіру,Производство силикатного кирпича
"2362",Құрылыс мақсаттарына арналған гипстен бұйымдар өндіру,Производство изделий из гипса для строительных целей
"23620",Құрылыс мақсаттарына арналған гипстен бұйымдар өндіру,Производство изделий из гипса для строительных целей
"2363",Тауарлы бетон өндіру,Производство товарного бетона 
"23630",Тауарлы бетон өндіру,Производство товарного бетона 
"2364",Құрылыс ерітінділерін өндіру,Производство строительных растворов
"23640",Құрылыс ерітінділерін өндіру,Производство строительных растворов
"2365",Асбестоцементтен және талшықты цементтен бұйымдар өндіру,Производство изделий из асбестоцемента и волокнистого цемента
"23650",Асбестоцементтен және талшықты цементтен бұйымдар өндіру,Производство изделий из асбестоцемента и волокнистого цемента
"2369","Бетоннан, құрылыс гипсі мен цементтен өзге де бұйымдар өндіру ","Производство прочих изделий из бетона, строительного гипса и цемента"
"23690","Бетоннан, құрылыс гипсі мен цементтен өзге де бұйымдар өндіру ","Производство прочих изделий из бетона, строительного гипса и цемента"
