date,total_loans,overdue_90_plus,npl_ratio_90plus,source,year,brent_price,brent_return,vix,vix_innovation,oil_shock,vix_shock
2023-11-01,28030.869458,1433.037917,5.11,97815.bin,2023,82.94,-0.08829160368927269,14.01909090909091,-4.507659076904144,-0.731791718636366,-1.0497363077489894
2023-12-01,28641.941945,1394.105825,4.87,97815.bin,2023,77.63105263157895,-0.06614994489475468,12.7185,-2.313550064987094,-0.5415334444004699,-0.5404615376065212
2024-01-01,29853.7103849805,863.81186309929,2.8934824246632895,2024_processed,2024,80.12409090909091,0.031609059344606116,13.388636363636364,-0.7098514864333492,0.29848760416728287,-0.16822696743027923
2024-02-01,29415.2,888.0,3.0188473986238407,2024_processed,2024,83.47809523809524,0.041007695695638446,13.980476190476189,-0.5990345420080541,0.3792479640352119,-0.14250524002587237
2024-03-01,30168.4,906.4,3.004468251547977,2024_processed,2024,85.4085,0.022861362493781456,13.7875,-1.2168324775532664,0.22332062043665352,-0.2859023547136153
2024-04-01,30282.9,928.7,3.0667472401916593,2024_processed,2024,89.93809523809524,0.051675975520870665,16.137727272727275,1.2719128169039902,0.4709180835800421,0.291760460075364
2024-05-01,30723.0,958.6,3.1201380073560525,2024_processed,2024,81.74619047619048,-0.09550239396644056,13.058695652173913,-3.494108435016347,-0.793752411226869,-0.8144810094153107
2024-06-01,31244.9,1000.0,3.2005223252434796,2024_processed,2024,82.24600000000001,0.006095547232114917,12.667,-1.6756797818515015,0.07925575576480312,-0.3924054291542071
2024-07-01,31967.1,987.7,3.0897391380513093,2024_processed,2024,85.15304347826087,0.034735392777403895,14.373913043478263,0.31239181660434845,0.3253514814011492,0.06904598498758492
2024-08-01,32462.416606681894,1019.54151947097,3.140682752685494,2024_processed,2024,80.3552380952381,-0.05799286798283454,19.312272727272727,4.025531863384149,-0.471441524437561,0.9309031368245185
2024-09-01,33024.4,1039.8,3.1485810491636483,2024_processed,2024,74.01666666666667,-0.08216698796861888,17.663333333333334,-1.1681547467912523,-0.6791642787420191,-0.27460376380029433
2024-10-01,33359.9,1074.4,3.220633155375166,2024_processed,2024,75.63260869565217,0.021597229071669943,19.960869565217394,2.312987722927108,0.21245820739312843,0.5334044169555063
2024-11-01,33755.1897029155,1097.09698201508,3.250157951031517,2024_processed,2024,74.3452380952381,-0.017167898425307193,16.015238095238097,-3.281811827882354,-0.12064177967448005,-0.7652048316078436
2024-12-01,34997.8445906646,1125.7048885876002,3.21649776365906,2024_processed,2024,73.8595,-0.00655498387890141,15.866190476190477,-0.5986910620715147,-0.029447401468628204,-0.14242551487786032
